"Compatibility","EXPA","EXPB","Shape","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color1","color2","color3","color4","color_backend","compensation","coordinates","correct","correct_Target_response","correct_response","count_Block_EXPERIMENT_A","count_Block_EXPERIMENT_B","count_Block_Parctice_B","count_Block_Practice_A","count_Block_reset_EXPERIMENT_A","count_Block_reset_EXPERIMENT_B","count_Block_reset_Practice_A","count_Block_reset_Practice_B","count_Break","count_Decide_Color","count_EXPERIMENT_A","count_EXPERIMENT_B","count_EXP_A","count_EXP_B","count_Feedback","count_Initial","count_Intertrial","count_Practice_A","count_Practice_B","count_Prepare","count_Prepare_circle_compatible","count_Prepare_circle_incompatible","count_Prepare_rect_compatible","count_Prepare_rect_incompatible","count_Procedure_Ins01","count_Procedure_Ins02","count_Procedure_Ins03","count_Ready","count_Response_Ins","count_Select_Experiment","count_Target","count_Target_circle_compatible","count_Target_circle_incompatible","count_Target_rect_compatible","count_Target_rect_incompatible","count_Target_response","count_Target_response_BadResponse","count_Target_response_Correct","count_Target_response_Wrong","count_Target_response_logger","count_Title","count_Trial","count_Trial_EXPERIMENT_A","count_Trial_EXPERIMENT_B","count_Trial_Practice_A","count_Trial_Practice_B","count_experiment","datetime","description","font_bold","font_family","font_italic","font_size","foreground","form_response","height","keyboard_backend","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_Break","response_Feedback","response_Procedure_Ins01","response_Procedure_Ins02","response_Procedure_Ins03","response_Ready","response_Response_Ins","response_Target_response","response_Title","response_time","response_time_Break","response_time_Feedback","response_time_Procedure_Ins01","response_time_Procedure_Ins02","response_time_Procedure_Ins03","response_time_Ready","response_time_Response_Ins","response_time_Target_response","response_time_Title","sampler_backend","soa","start","subject_nr","subject_parity","time_Block_EXPERIMENT_A","time_Block_EXPERIMENT_B","time_Block_Parctice_B","time_Block_Practice_A","time_Block_reset_EXPERIMENT_A","time_Block_reset_EXPERIMENT_B","time_Block_reset_Practice_A","time_Block_reset_Practice_B","time_Break","time_Decide_Color","time_EXPERIMENT_A","time_EXPERIMENT_B","time_EXP_A","time_EXP_B","time_Feedback","time_Initial","time_Intertrial","time_Practice_A","time_Practice_B","time_Prepare","time_Prepare_circle_compatible","time_Prepare_circle_incompatible","time_Prepare_rect_compatible","time_Prepare_rect_incompatible","time_Procedure_Ins01","time_Procedure_Ins02","time_Procedure_Ins03","time_Ready","time_Response_Ins","time_Select_Experiment","time_Target","time_Target_circle_compatible","time_Target_circle_incompatible","time_Target_rect_compatible","time_Target_rect_incompatible","time_Target_response","time_Target_response_BadResponse","time_Target_response_Correct","time_Target_response_Wrong","time_Target_response_logger","time_Title","time_Trial","time_Trial_EXPERIMENT_A","time_Trial_EXPERIMENT_B","time_Trial_Practice_A","time_Trial_Practice_B","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","yellow","blue","red","legacy","0","uniform","0","0","z","NA","NA","1","NA","NA","NA","NA","1","NA","20","0","0","0","0","NA","20","20","0","0","20","20","20","20","20","0","0","0","0","0","0","20","20","20","20","20","20","20","20","20","20","0","20","NA","NA","NA","1","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","NA","NA","space","space","space","space","space","None","space","2000","NA","NA","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","NA","2519633","NA","NA","NA","NA","NA","NA","2543637","NA","NA","NA","2421173","NA","2545271","2543768","NA","2421173","2546271","2546273","2540659","2522950","2528512","2419488","2419800","2420072","2420416","2419080","2417052","2546773","2546775","2540661","2522952","2529015","2546776","2548880","NA","2548778","2548980","2418309","2543637","NA","NA","NA","2519633","2417051","Hommel2002EXP01","0","10001","5","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","red","green","yellow","blue","legacy","0","uniform","0","0","/","NA","NA","1","NA","NA","NA","NA","1","NA","21","0","0","0","0","NA","21","21","0","0","21","21","21","21","21","0","0","0","0","0","0","21","21","21","21","21","21","21","21","21","21","0","21","NA","NA","NA","1","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","NA","NA","space","space","space","space","space","None","space","2000","NA","NA","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","NA","2519633","NA","NA","NA","NA","NA","NA","2549725","NA","NA","NA","2421173","NA","2551343","2549822","NA","2421173","2552344","2546273","2540659","2522950","2552346","2419488","2419800","2420072","2420416","2419080","2417052","2552847","2546775","2540661","2522952","2552849","2552850","2554954","NA","2554852","2555054","2418309","2549725","NA","NA","NA","2519633","2417051","Hommel2002EXP01","0","12001","6","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","red","yellow","blue","legacy","0","uniform","0","0","/","NA","NA","1","NA","NA","NA","NA","1","NA","22","0","0","0","0","NA","22","22","0","0","22","22","22","22","22","0","0","0","0","0","0","22","22","22","22","22","22","22","22","22","22","0","22","NA","NA","NA","1","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","NA","NA","space","space","space","space","space","None","space","2001","NA","NA","309","269","341","757","405","2001","768","legacy","0","experiment","999","odd","NA","NA","2519633","NA","NA","NA","NA","NA","NA","2555829","NA","NA","NA","2421173","NA","2557426","2555908","NA","2421173","2558426","2546273","2540659","2558428","2552346","2419488","2419800","2420072","2420416","2419080","2417052","2558429","2546775","2540661","2558431","2552849","2558431","2560536","NA","2560434","2560636","2418309","2555828","NA","NA","NA","2519633","2417051","Hommel2002EXP01","0","14002","7","yes","1024"
"n","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","red","yellow","blue","legacy","0","uniform","0","0","z","NA","NA","1","NA","NA","NA","NA","1","NA","23","0","0","0","0","NA","23","23","0","0","23","23","23","23","23","0","0","0","0","0","0","23","23","23","23","23","23","23","23","23","23","0","23","NA","NA","NA","1","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","NA","NA","space","space","space","space","space","None","space","2000","NA","NA","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","NA","2519633","NA","NA","NA","NA","NA","NA","2561375","NA","NA","NA","2421173","NA","2562998","2561481","NA","2421173","2563998","2546273","2564000","2558428","2552346","2419488","2419800","2420072","2420416","2419080","2417052","2564001","2546775","2564003","2558431","2552849","2564004","2566108","NA","2566006","2566208","2418309","2561375","NA","NA","NA","2519633","2417051","Hommel2002EXP01","0","16002","8","yes","1024"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","yellow","red","blue","green","legacy","0","uniform","0","0","z","NA","NA","1","NA","NA","NA","NA","1","NA","24","0","0","0","0","NA","24","24","0","0","24","24","24","24","24","0","0","0","0","0","0","24","24","24","24","24","24","24","24","24","24","0","24","NA","NA","NA","1","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","NA","NA","space","space","space","space","space","None","space","2000","NA","NA","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","NA","2519633","NA","NA","NA","NA","NA","NA","2566938","NA","NA","NA","2421173","NA","2568557","2567041","NA","2421173","2569558","2569560","2564000","2558428","2552346","2419488","2419800","2420072","2420416","2419080","2417052","2570061","2570063","2564003","2558431","2552849","2570064","2572168","NA","2572066","2572268","2418309","2566938","NA","NA","NA","2519633","2417051","Hommel2002EXP01","0","18002","9","yes","1024"
"n","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","red","yellow","green","blue","legacy","0","uniform","0","0","z","NA","NA","1","NA","NA","NA","NA","1","NA","25","0","0","0","0","NA","25","25","0","0","25","25","25","25","25","0","0","0","0","0","0","25","25","25","25","25","25","25","25","25","25","0","25","NA","NA","NA","1","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","NA","NA","space","space","space","space","space","None","space","2000","NA","NA","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","NA","2519633","NA","NA","NA","NA","NA","NA","2572999","NA","NA","NA","2421173","NA","2574626","2573108","NA","2421173","2575627","2569560","2575629","2558428","2552346","2419488","2419800","2420072","2420416","2419080","2417052","2576129","2570063","2576132","2558431","2552849","2576132","2578236","NA","2578134","2578336","2418309","2572999","NA","NA","NA","2519633","2417051","Hommel2002EXP01","0","20002","10","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","red","green","legacy","0","uniform","0","0","/","NA","NA","1","NA","NA","NA","NA","1","NA","26","0","0","0","0","NA","26","26","0","0","26","26","26","26","26","0","0","0","0","0","0","26","26","26","26","26","26","26","26","26","26","0","26","NA","NA","NA","1","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","NA","NA","space","space","space","space","space","None","space","2001","NA","NA","309","269","341","757","405","2001","768","legacy","0","experiment","999","odd","NA","NA","2519633","NA","NA","NA","NA","NA","NA","2579066","NA","NA","NA","2421173","NA","2580688","2579171","NA","2421173","2581688","2569560","2575629","2558428","2581690","2419488","2419800","2420072","2420416","2419080","2417052","2581691","2570063","2576132","2558431","2581693","2581693","2583798","NA","2583696","2583898","2418309","2579066","NA","NA","NA","2519633","2417051","Hommel2002EXP01","0","22003","11","yes","1024"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","yellow","red","blue","legacy","0","uniform","0","0","z","NA","NA","1","NA","NA","NA","NA","1","NA","27","0","0","0","0","NA","27","27","0","0","27","27","27","27","27","0","0","0","0","0","0","27","27","27","27","27","27","27","27","27","27","0","27","NA","NA","NA","1","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","NA","NA","space","space","space","space","space","None","space","2000","NA","NA","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","NA","2519633","NA","NA","NA","NA","NA","NA","2584685","NA","NA","NA","2421173","NA","2586310","2584808","NA","2421173","2587310","2587313","2575629","2558428","2581690","2419488","2419800","2420072","2420416","2419080","2417052","2587313","2587316","2576132","2558431","2581693","2587316","2589420","NA","2589318","2589520","2418309","2584684","NA","NA","NA","2519633","2417051","Hommel2002EXP01","0","24003","12","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","green","red","legacy","0","uniform","0","0","/","NA","NA","1","NA","NA","NA","NA","1","NA","28","0","0","0","0","NA","28","28","0","0","28","28","28","28","28","0","0","0","0","0","0","28","28","28","28","28","28","28","28","28","28","0","28","NA","NA","NA","1","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","NA","NA","space","space","space","space","space","None","space","2000","NA","NA","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","NA","2519633","NA","NA","NA","NA","NA","NA","2590296","NA","NA","NA","2421173","NA","2591874","2590358","NA","2421173","2592875","2587313","2575629","2592877","2581690","2419488","2419800","2420072","2420416","2419080","2417052","2593378","2587316","2576132","2593380","2581693","2593380","2595484","NA","2595382","2595584","2418309","2590296","NA","NA","NA","2519633","2417051","Hommel2002EXP01","0","26003","13","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","yellow","blue","green","red","legacy","0","uniform","0","0","/","NA","NA","1","NA","NA","NA","NA","1","NA","29","0","0","0","0","NA","29","29","0","0","29","29","29","29","29","0","0","0","0","0","0","29","29","29","29","29","29","29","29","29","29","0","29","NA","NA","NA","1","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","NA","NA","space","space","space","space","space","None","space","2000","NA","NA","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","NA","2519633","NA","NA","NA","NA","NA","NA","2596380","NA","NA","NA","2421173","NA","2598000","2596485","NA","2421173","2599000","2587313","2575629","2592877","2599002","2419488","2419800","2420072","2420416","2419080","2417052","2599003","2587316","2576132","2593380","2599005","2599006","2601110","NA","2601008","2601210","2418309","2596380","NA","NA","NA","2519633","2417051","Hommel2002EXP01","0","28003","14","yes","1024"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","red","blue","green","yellow","legacy","0","uniform","0","0","z","NA","NA","1","NA","NA","NA","NA","1","NA","30","0","0","0","0","NA","30","30","0","0","30","30","30","30","30","0","0","0","0","0","0","30","30","30","30","30","30","30","30","30","30","0","30","NA","NA","NA","1","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","NA","NA","space","space","space","space","space","None","space","2000","NA","NA","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","NA","2519633","NA","NA","NA","NA","NA","NA","2601964","NA","NA","NA","2421173","NA","2603593","2602074","NA","2421173","2604593","2604595","2575629","2592877","2599002","2419488","2419800","2420072","2420416","2419080","2417052","2604596","2604598","2576132","2593380","2599005","2604599","2606704","NA","2606601","2606804","2418309","2601964","NA","NA","NA","2519633","2417051","Hommel2002EXP01","0","30003","15","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","yellow","red","green","blue","legacy","0","uniform","0","0","/","NA","NA","1","NA","NA","NA","NA","1","NA","31","0","0","0","0","NA","31","31","0","0","31","31","31","31","31","0","0","0","0","0","0","31","31","31","31","31","31","31","31","31","31","0","31","NA","NA","NA","1","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","NA","NA","space","space","space","space","space","None","space","2000","NA","NA","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","NA","2519633","NA","NA","NA","NA","NA","NA","2607559","NA","NA","NA","2421173","NA","2609177","2607665","NA","2421173","2610177","2604595","2575629","2610180","2599002","2419488","2419800","2420072","2420416","2419080","2417052","2610680","2604598","2576132","2610682","2599005","2610682","2612787","NA","2612684","2612887","2418309","2607558","NA","NA","NA","2519633","2417051","Hommel2002EXP01","0","32003","16","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","red","green","blue","yellow","legacy","0","uniform","0","0","/","NA","NA","2","NA","NA","NA","NA","2","0","32","0","0","0","0","NA","32","32","0","0","32","32","32","32","32","0","0","0","0","0","0","32","32","32","32","32","32","32","32","32","32","0","32","NA","NA","NA","2","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","NA","2617789","NA","NA","NA","NA","NA","2613206","2618461","NA","NA","NA","2421173","NA","2620086","2618566","NA","2421173","2621087","2604595","2575629","2610180","2621090","2419488","2419800","2420072","2420416","2419080","2417052","2621090","2604598","2576132","2610682","2621094","2621094","2623198","NA","2623096","2623298","2418309","2618461","NA","NA","NA","2617790","2417051","Hommel2002EXP01","0","2000","1","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","yellow","green","blue","red","legacy","0","uniform","0","0","/","NA","NA","2","NA","NA","NA","NA","2","0","33","0","0","0","0","NA","33","33","0","0","33","33","33","33","33","0","0","0","0","0","0","33","33","33","33","33","33","33","33","33","33","0","33","NA","NA","NA","2","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","NA","2617789","NA","NA","NA","NA","NA","2613206","2624081","NA","NA","NA","2421173","NA","2625716","2624214","NA","2421173","2626716","2604595","2575629","2626719","2621090","2419488","2419800","2420072","2420416","2419080","2417052","2626719","2604598","2576132","2626722","2621094","2626722","2628826","NA","2628724","2628926","2418309","2624081","NA","NA","NA","2617790","2417051","Hommel2002EXP01","0","4000","2","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","yellow","blue","red","legacy","0","uniform","0","0","/","NA","NA","2","NA","NA","NA","NA","2","0","34","0","0","0","0","NA","34","34","0","0","34","34","34","34","34","0","0","0","0","0","0","34","34","34","34","34","34","34","34","34","34","0","34","NA","NA","NA","2","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","NA","2617789","NA","NA","NA","NA","NA","2613206","2629799","NA","NA","NA","2421173","NA","2631380","2629861","NA","2421173","2632380","2604595","2575629","2626719","2632382","2419488","2419800","2420072","2420416","2419080","2417052","2632883","2604598","2576132","2626722","2632886","2632886","2634990","NA","2634888","2635090","2418309","2629799","NA","NA","NA","2617790","2417051","Hommel2002EXP01","0","6000","3","yes","1024"
