"Compatibility","EXPA","EXPB","Shape","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color1","color2","color3","color4","color_backend","compensation","coordinates","correct","correct_Target_response","correct_response","count_Block_EXPERIMENT_A","count_Block_EXPERIMENT_B","count_Block_Parctice_B","count_Block_Practice_A","count_Block_reset_EXPERIMENT_A","count_Block_reset_EXPERIMENT_B","count_Block_reset_Practice_A","count_Block_reset_Practice_B","count_Decide_Color","count_EXPERIMENT_A","count_EXPERIMENT_B","count_EXP_A","count_EXP_B","count_Feedback","count_Initial","count_Intertrial","count_Practice_A","count_Practice_B","count_Prepare","count_Prepare_circle_compatible","count_Prepare_circle_incompatible","count_Prepare_rect_compatible","count_Prepare_rect_incompatible","count_Procedure_Ins01","count_Procedure_Ins02","count_Procedure_Ins03","count_Ready","count_Response_Ins","count_Select_Experiment","count_Target","count_Target_circle_compatible","count_Target_circle_incompatible","count_Target_rect_compatible","count_Target_rect_incompatible","count_Target_response","count_Target_response_BadResponse","count_Target_response_Correct","count_Target_response_Wrong","count_Target_response_logger","count_Title","count_Trial","count_Trial_EXPERIMENT_A","count_Trial_EXPERIMENT_B","count_Trial_Practice_A","count_Trial_Practice_B","count_experiment","datetime","description","font_bold","font_family","font_italic","font_size","foreground","form_response","height","keyboard_backend","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_Feedback","response_Procedure_Ins01","response_Procedure_Ins02","response_Procedure_Ins03","response_Ready","response_Response_Ins","response_Target_response","response_Title","response_time","response_time_Feedback","response_time_Procedure_Ins01","response_time_Procedure_Ins02","response_time_Procedure_Ins03","response_time_Ready","response_time_Response_Ins","response_time_Target_response","response_time_Title","sampler_backend","soa","start","subject_nr","subject_parity","time_Block_EXPERIMENT_A","time_Block_EXPERIMENT_B","time_Block_Parctice_B","time_Block_Practice_A","time_Block_reset_EXPERIMENT_A","time_Block_reset_EXPERIMENT_B","time_Block_reset_Practice_A","time_Block_reset_Practice_B","time_Decide_Color","time_EXPERIMENT_A","time_EXPERIMENT_B","time_EXP_A","time_EXP_B","time_Feedback","time_Initial","time_Intertrial","time_Practice_A","time_Practice_B","time_Prepare","time_Prepare_circle_compatible","time_Prepare_circle_incompatible","time_Prepare_rect_compatible","time_Prepare_rect_incompatible","time_Procedure_Ins01","time_Procedure_Ins02","time_Procedure_Ins03","time_Ready","time_Response_Ins","time_Select_Experiment","time_Target","time_Target_circle_compatible","time_Target_circle_incompatible","time_Target_rect_compatible","time_Target_rect_incompatible","time_Target_response","time_Target_response_BadResponse","time_Target_response_Correct","time_Target_response_Wrong","time_Target_response_logger","time_Title","time_Trial","time_Trial_EXPERIMENT_A","time_Trial_EXPERIMENT_B","time_Trial_Practice_A","time_Trial_Practice_B","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","red","blue","yellow","legacy","0","uniform","0","0","/","NA","NA","NA","0","NA","NA","0","NA","22","0","0","0","0","NA","22","22","0","0","22","22","22","22","22","0","0","0","0","0","0","22","22","22","22","22","22","22","22","22","22","0","22","NA","NA","0","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","NA","space","space","space","space","space","None","space","2000","NA","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","NA","NA","NA","8913","NA","NA","NA","NA","149970","NA","NA","8910","NA","NA","151645","150143","8910","NA","152645","127111","139735","146493","152647","7225","7513","7729","8097","6056","2752","154147","127614","140737","146996","154149","154150","156254","NA","156152","156354","4681","149970","NA","NA","8913","NA","2752","Hommel2002EXP01","0","46004","23","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","red","green","legacy","0","uniform","0","0","z","NA","NA","NA","0","NA","NA","0","NA","23","0","0","0","0","NA","23","23","0","0","23","23","23","23","23","0","0","0","0","0","0","23","23","23","23","23","23","23","23","23","23","0","23","NA","NA","0","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","NA","space","space","space","space","space","None","space","2000","NA","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","NA","NA","NA","8913","NA","NA","NA","NA","157130","NA","NA","8910","NA","NA","158719","157204","8910","NA","159720","159722","139735","146493","152647","7225","7513","7729","8097","6056","2752","160723","160725","140737","146996","154149","160726","162830","NA","162728","162930","4681","157130","NA","NA","8913","NA","2752","Hommel2002EXP01","0","48004","24","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","red","yellow","blue","green","legacy","0","uniform","0","0","z","NA","NA","NA","0","NA","NA","0","NA","24","0","0","0","0","NA","24","24","0","0","24","24","24","24","24","0","0","0","0","0","0","24","24","24","24","24","24","24","24","24","24","0","24","NA","NA","0","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","NA","space","space","space","space","space","None","space","2000","NA","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","NA","NA","NA","8913","NA","NA","NA","NA","163827","NA","NA","8910","NA","NA","165440","163921","8910","NA","166440","159722","166442","146493","152647","7225","7513","7729","8097","6056","2752","167942","160725","167944","146996","154149","167945","170049","NA","169947","170149","4681","163827","NA","NA","8913","NA","2752","Hommel2002EXP01","0","50004","25","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","red","green","blue","yellow","legacy","0","uniform","0","0","z","NA","NA","NA","0","NA","NA","0","NA","25","0","0","0","0","NA","25","25","0","0","25","25","25","25","25","0","0","0","0","0","0","25","25","25","25","25","25","25","25","25","25","0","25","NA","NA","0","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","NA","space","space","space","space","space","None","space","2000","NA","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","NA","NA","NA","8913","NA","NA","NA","NA","170873","NA","NA","8910","NA","NA","172494","170978","8910","NA","173495","159722","173497","146493","152647","7225","7513","7729","8097","6056","2752","174997","160725","174999","146996","154149","175000","177104","NA","177002","177204","4681","170873","NA","NA","8913","NA","2752","Hommel2002EXP01","0","52004","26","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","yellow","blue","red","legacy","0","uniform","0","0","/","NA","NA","NA","0","NA","NA","0","NA","26","0","0","0","0","NA","26","26","0","0","26","26","26","26","26","0","0","0","0","0","0","26","26","26","26","26","26","26","26","26","26","0","26","NA","NA","0","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","NA","space","space","space","space","space","None","space","2000","NA","285","213","365","813","1166","2000","1372","legacy","0","experiment","999","odd","NA","NA","NA","8913","NA","NA","NA","NA","177938","NA","NA","8910","NA","NA","179570","178055","8910","NA","180570","159722","173497","146493","180572","7225","7513","7729","8097","6056","2752","180573","160725","174999","146996","180575","180575","182679","NA","182577","182779","4681","177938","NA","NA","8913","NA","2752","Hommel2002EXP01","0","54004","27","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","yellow","green","red","blue","legacy","0","uniform","0","0","/","NA","NA","NA","0","NA","NA","0","NA","27","0","0","0","0","NA","27","27","0","0","27","27","27","27","27","0","0","0","0","0","0","27","27","27","27","27","27","27","27","27","27","0","27","NA","NA","0","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","NA","space","space","space","space","space","None","space","2000","NA","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","NA","NA","NA","8913","NA","NA","NA","NA","183506","NA","NA","8910","NA","NA","185149","183631","8910","NA","186149","159722","173497","146493","186151","7225","7513","7729","8097","6056","2752","186652","160725","174999","146996","186655","186655","188761","NA","188659","188861","4681","183506","NA","NA","8913","NA","2752","Hommel2002EXP01","0","56004","28","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","green","red","legacy","0","uniform","0","0","z","NA","NA","NA","0","NA","NA","0","NA","28","0","0","0","0","NA","28","28","0","0","28","28","28","28","28","0","0","0","0","0","0","28","28","28","28","28","28","28","28","28","28","0","28","NA","NA","0","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","NA","space","space","space","space","space","None","space","2001","NA","285","213","365","813","1166","2001","1372","legacy","0","experiment","999","odd","NA","NA","NA","8913","NA","NA","NA","NA","189615","NA","NA","8910","NA","NA","191289","189768","8910","NA","192289","159722","192291","146493","186151","7225","7513","7729","8097","6056","2752","192292","160725","192294","146996","186655","192294","194399","NA","194297","194499","4681","189614","NA","NA","8913","NA","2752","Hommel2002EXP01","0","58005","29","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","red","green","blue","yellow","legacy","0","uniform","0","0","/","NA","NA","NA","0","NA","NA","0","NA","29","0","0","0","0","NA","29","29","0","0","29","29","29","29","29","0","0","0","0","0","0","29","29","29","29","29","29","29","29","29","29","0","29","NA","NA","0","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","NA","space","space","space","space","space","None","space","2000","NA","285","213","365","813","1166","2000","1372","legacy","0","experiment","999","odd","NA","NA","NA","8913","NA","NA","NA","NA","195380","NA","NA","8910","NA","NA","197114","195612","8910","NA","198114","159722","192291","146493","198116","7225","7513","7729","8097","6056","2752","198116","160725","192294","146996","198118","198119","200223","NA","200121","200323","4681","195380","NA","NA","8913","NA","2752","Hommel2002EXP01","0","60005","30","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","yellow","red","blue","legacy","0","uniform","0","0","/","NA","NA","NA","0","NA","NA","0","NA","30","0","0","0","0","NA","30","30","0","0","30","30","30","30","30","0","0","0","0","0","0","30","30","30","30","30","30","30","30","30","30","0","30","NA","NA","0","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","NA","space","space","space","space","space","None","space","2001","NA","285","213","365","813","1166","2001","1372","legacy","0","experiment","999","odd","NA","NA","NA","8913","NA","NA","NA","NA","201078","NA","NA","8910","NA","NA","202665","201150","8910","NA","203666","159722","192291","203668","198116","7225","7513","7729","8097","6056","2752","203669","160725","192294","203671","198118","203671","205776","NA","205674","205876","4681","201078","NA","NA","8913","NA","2752","Hommel2002EXP01","0","62006","31","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","green","red","yellow","legacy","0","uniform","0","0","/","NA","NA","NA","0","NA","NA","0","NA","31","0","0","0","0","NA","31","31","0","0","31","31","31","31","31","0","0","0","0","0","0","31","31","31","31","31","31","31","31","31","31","0","31","NA","NA","0","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","NA","space","space","space","space","space","None","space","2000","NA","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","NA","NA","NA","8913","NA","NA","NA","NA","206635","NA","NA","8910","NA","NA","208227","206708","8910","NA","209227","159722","192291","209229","198116","7225","7513","7729","8097","6056","2752","209730","160725","192294","209732","198118","209733","211837","NA","211735","211937","4681","206635","NA","NA","8913","NA","2752","Hommel2002EXP01","0","64006","32","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","green","red","yellow","legacy","0","uniform","0","0","/","NA","NA","NA","1","NA","NA","1","NA","32","0","0","0","0","NA","32","32","0","0","32","32","32","32","32","0","0","0","0","0","0","32","32","32","32","32","32","32","32","32","32","0","32","NA","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","NA","space","space","space","space","space","None","space","2000","NA","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","NA","NA","NA","211978","NA","NA","NA","NA","212662","NA","NA","8910","NA","NA","214283","212764","8910","NA","215284","159722","192291","209229","215286","7225","7513","7729","8097","6056","2752","215787","160725","192294","209732","215789","215790","217894","NA","217792","217994","4681","212661","NA","NA","211978","NA","2752","Hommel2002EXP01","0","2000","1","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","green","yellow","red","legacy","0","uniform","0","0","/","NA","NA","NA","1","NA","NA","1","NA","33","0","0","0","0","NA","33","33","0","0","33","33","33","33","33","0","0","0","0","0","0","33","33","33","33","33","33","33","33","33","33","0","33","NA","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","NA","space","space","space","space","space","None","space","2000","NA","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","NA","NA","NA","211978","NA","NA","NA","NA","218750","NA","NA","8910","NA","NA","220382","218867","8910","NA","221383","159722","192291","209229","221385","7225","7513","7729","8097","6056","2752","222386","160725","192294","209732","222388","222389","224493","NA","224391","224593","4681","218750","NA","NA","211978","NA","2752","Hommel2002EXP01","0","4000","2","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","red","blue","green","yellow","legacy","0","uniform","0","0","z","NA","NA","NA","1","NA","NA","1","NA","34","0","0","0","0","NA","34","34","0","0","34","34","34","34","34","0","0","0","0","0","0","34","34","34","34","34","34","34","34","34","34","0","34","NA","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","NA","space","space","space","space","space","None","space","2000","NA","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","NA","NA","NA","211978","NA","NA","NA","NA","225343","NA","NA","8910","NA","NA","226965","225463","8910","NA","227965","159722","227967","209229","221385","7225","7513","7729","8097","6056","2752","228467","160725","228470","209732","222388","228470","230574","NA","230472","230674","4681","225343","NA","NA","211978","NA","2752","Hommel2002EXP01","0","6000","3","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","red","blue","yellow","green","legacy","0","uniform","0","0","z","NA","NA","NA","1","NA","NA","1","NA","35","0","0","0","0","NA","35","35","0","0","35","35","35","35","35","0","0","0","0","0","0","35","35","35","35","35","35","35","35","35","35","0","35","NA","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","NA","space","space","space","space","space","None","space","2000","NA","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","NA","NA","NA","211978","NA","NA","NA","NA","231395","NA","NA","8910","NA","NA","232999","231482","8910","NA","233999","234001","227967","209229","221385","7225","7513","7729","8097","6056","2752","235002","235004","228470","209732","222388","235005","237109","NA","237007","237209","4681","231395","NA","NA","211978","NA","2752","Hommel2002EXP01","0","8000","4","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","yellow","green","blue","red","legacy","0","uniform","0","0","z","NA","NA","NA","1","NA","NA","1","NA","36","0","0","0","0","NA","36","36","0","0","36","36","36","36","36","0","0","0","0","0","0","36","36","36","36","36","36","36","36","36","36","0","36","NA","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","NA","space","space","space","space","space","None","space","2000","NA","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","NA","NA","NA","211978","NA","NA","NA","NA","237948","NA","NA","8910","NA","NA","239571","238055","8910","NA","240571","234001","240573","209229","221385","7225","7513","7729","8097","6056","2752","242073","235004","242075","209732","222388","242076","244180","NA","244078","244280","4681","237948","NA","NA","211978","NA","2752","Hommel2002EXP01","0","10000","5","yes","1024"
